ANOENC,NUMERO,CODIGO,CODIGO 4D,GASTO,CCAA,CAPROV,TAMAMU,TAMANO,TIPHOGAR1,TIPHOGAR7,INTERIN
2022,5,9322,932,2181544.69,"Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 500 a menos de 1000 €
2022,8,9322,932,546628.49,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,26,9322,932,28433.98,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,27,9322,932,276193.54,Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,27,9450,945,1977518.51,Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,29,9322,932,5834520.12,Andalucía,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 5000 a menos de 7000 €
2022,38,9322,932,285983.03,Aragón,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,38,9450,945,422677.47,Aragón,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,40,9321,932,43238.27,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2022,44,9322,932,15830.66,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2022,44,9450,945,1261.17,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2022,48,9322,932,3057870.03,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,48,9450,945,1260354.59,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,50,9322,932,296227.74,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,53,9322,932,31250.42,"Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 1500 a menos de 2000 €
2022,63,9322,932,1769498.76,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2022,64,9322,932,90586.27,Canarias,No,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,Menos de 500 €
2022,66,9450,945,275362.67,"Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2022,67,9322,932,867496.23,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,67,9450,945,1134871.99,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,72,9322,932,19680.67,"Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,73,9322,932,599082.21,Canarias,No,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,Menos de 500 €
2022,75,9322,932,40497.23,Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2022,76,9322,932,38.21,"Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,77,9322,932,12054.92,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,78,9450,945,5130.33,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,83,9450,945,325184.76,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,84,9450,945,619271.55,"Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2022,85,9322,932,1210014.34,Galicia,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 500 a menos de 1000 €
2022,86,9322,932,71214.87,País Vasco,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,88,9322,932,390761.47,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,101,9322,932,762153.3,"Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,102,9450,945,149596.81,Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1500 a menos de 2000 €
2022,103,9450,945,8519195.38,"Murcia, Región de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,117,9322,932,3667104.55,Cataluña,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,117,9450,945,2112242.18,Cataluña,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,119,9322,932,46082.7,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,130,9322,932,361744.31,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,131,9321,932,57.09,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,131,9322,932,2036.34,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,131,9450,945,1560.56,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,133,9322,932,17922.87,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,136,9322,932,84558.54,Andalucía,No,Municipio con menos de 10.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1000 a menos de 1500 €
2022,147,9321,932,507.05,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2022,147,9322,932,75938.75,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2022,153,9322,932,99655.45,País Vasco,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1500 a menos de 2000 €
2022,156,9322,932,133855.09,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 2000 a menos de 2500 €
2022,159,9450,945,333577.17,"Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2022,170,9322,932,72812.76,Galicia,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,174,9322,932,37231.54,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,174,9450,945,6638.9,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,184,9322,932,10699.1,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2022,184,9450,945,1531.95,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2022,188,9450,945,1255703.46,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,191,9450,945,749613.42,Comunitat Valenciana,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2022,194,9322,932,67464.5,Extremadura,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,196,9321,932,18.94,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,196,9322,932,192037.21,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,196,9450,945,111495.88,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,199,9322,932,115355.95,Cataluña,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,202,9450,945,412.89,Andalucía,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,210,9322,932,2052175.88,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2022,212,9321,932,603.84,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 5000 a menos de 7000 €
2022,212,9322,932,2401606.14,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 5000 a menos de 7000 €
2022,212,9450,945,819026.47,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 5000 a menos de 7000 €
2022,219,9322,932,52423.78,"Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,223,9322,932,83404.89,"Rioja, La",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,223,9450,945,197553.4,"Rioja, La",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2022,226,9322,932,329813.87,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2022,226,9450,945,2259023.03,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2022,231,9322,932,43608.09,Galicia,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,232,9322,932,1832.72,Castilla y León,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,233,9321,932,4.64,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2022,233,9322,932,267.07,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2022,233,9450,945,248.49,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2022,246,9322,932,1011243.7,"Murcia, Región de",No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,246,9450,945,93438.08,"Murcia, Región de",No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,249,9450,945,63766.8,"Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2022,251,9322,932,39099.78,Cantabria,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1500 a menos de 2000 €
2022,253,9450,945,287349.44,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Otros Hogares,Otros tipos de hogares,9000 o más €
2022,255,9322,932,188097.35,Galicia,No,Municipio con menos de 10.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1000 a menos de 1500 €
2022,259,9322,932,9767.79,Castilla y León,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,259,9450,945,11859.46,Castilla y León,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,261,9322,932,339978.29,País Vasco,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2022,262,9450,945,185194.11,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,264,9322,932,65136.06,Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1500 a menos de 2000 €
2022,269,9322,932,403726.05,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,269,9450,945,500654.72,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,272,9450,945,483931.3,Canarias,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2022,273,9450,945,81450.85,Cataluña,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2022,279,9322,932,35373.66,País Vasco,No,Municipio con menos de 10.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 2000 a menos de 2500 €
2022,280,9322,932,2757.09,"Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2022,281,9322,932,671644.47,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,Otros Hogares,Otros tipos de hogares,De 5000 a menos de 7000 €
2022,283,9450,945,647825.54,Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,284,9450,945,333497.04,País Vasco,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 5000 a menos de 7000 €
2022,290,9322,932,1197.34,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1500 a menos de 2000 €
2022,297,9322,932,115109.33,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 5000 a menos de 7000 €
2022,306,9322,932,93617.81,Galicia,No,Municipio con menos de 10.000 habitantes,Seis o más personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2022,308,9450,945,550289.39,Andalucía,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,315,9322,932,7588.67,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,315,9450,945,7316.87,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,316,9322,932,41157,Galicia,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,317,9321,932,129038.84,Comunitat Valenciana,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1000 a menos de 1500 €
2022,317,9450,945,208766.58,Comunitat Valenciana,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1000 a menos de 1500 €
2022,319,9322,932,391638.23,Comunitat Valenciana,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,319,9450,945,2110748.69,Comunitat Valenciana,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,329,9322,932,39401.93,"Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2022,329,9450,945,4880.78,"Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2022,330,9322,932,129106.26,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,331,9322,932,38591.09,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,331,9450,945,229141.49,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,333,9450,945,244539.87,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,337,9322,932,1001822.01,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,339,9322,932,33267.76,Canarias,No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2022,340,9322,932,21955.58,País Vasco,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2022,340,9450,945,1749.12,País Vasco,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2022,345,9321,932,1744113.45,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,345,9322,932,9632102.26,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,345,9450,945,4017301.43,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,366,9322,932,307376.6,Extremadura,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 500 a menos de 1000 €
2022,368,9322,932,154333.13,Aragón,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,371,9321,932,33.38,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2022,371,9322,932,1205.9,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2022,371,9450,945,926.33,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2022,372,9322,932,580767.41,Castilla y León,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 1000 a menos de 1500 €
2022,375,9322,932,22281.78,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2022,379,9322,932,1167636.76,"Balears, Illes",Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 1000 a menos de 1500 €
2022,379,9450,945,42863.66,"Balears, Illes",Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 1000 a menos de 1500 €
2022,380,9322,932,1374380.02,País Vasco,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,380,9450,945,2623.69,País Vasco,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,381,9322,932,6415.52,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,381,9450,945,14924.81,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,392,9322,932,817762.69,Comunitat Valenciana,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2022,394,9322,932,153304.36,Andalucía,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2022,396,9321,932,6317.41,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,403,9322,932,39474.36,"Asturias, Principado de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,408,9450,945,9386982.34,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 3000 a menos de 5000 €
