ANOENC,NUMERO,CODIGO,CODIGO 4D,GASTO,CCAA,CAPROV,TAMAMU,TAMANO,TIPHOGAR1,TIPHOGAR7,INTERIN
2024,18641,9322,932," € 3,786.44 ","Balears, Illes",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1500 a menos de 2000 €
2024,18642,9322,932," € 181,597.52 ",Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18642,9450,945," € 684,913.84 ",Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18643,9322,932, € 33.26 ,País Vasco,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 1500 a menos de 2000 €
2024,18644,9322,932," € 1,017,358.05 ",Aragón,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2024,18646,9321,932, € 86.31 ,Cataluña,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18646,9322,932," € 36,751.96 ",Cataluña,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18646,9450,945," € 8,316.46 ",Cataluña,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18647,9322,932, € 505.90 ,Galicia,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1500 a menos de 2000 €
2024,18651,9321,932, € 76.21 ,Cataluña,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18651,9322,932," € 167,789.52 ",Cataluña,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18652,9321,932, € 1.20 ,"Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18652,9322,932," € 1,403.58 ","Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18652,9450,945," € 361,212.56 ","Murcia, Región de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18653,9322,932," € 57,787.88 ",Comunitat Valenciana,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2024,18657,9322,932," € 773,524.42 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Otros Hogares,Otros tipos de hogares,De 2500 a menos de 3000 €
2024,18659,9322,932, € 999.22 ,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2024,18660,9322,932," € 12,632.07 ",País Vasco,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 5000 a menos de 7000 €
2024,18661,9322,932," € 107,523.16 ",Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2024,18662,9450,945," € 657,539.02 ","Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
2024,18664,9322,932," € 15,004.18 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18664,9450,945," € 1,632,641.27 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18665,9322,932," € 1,686.75 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18666,9322,932," € 279,280.55 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2024,18666,9450,945," € 68,298.92 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2024,18667,9322,932," € 204,022.91 ","Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,18668,9321,932, € 0.09 ,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18668,9322,932, € 228.05 ,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18668,9450,945, € 782.71 ,Canarias,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2024,18671,9321,932, € 3.58 ,Cataluña,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18671,9322,932," € 7,765.94 ",Cataluña,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18672,9321,932, € 16.28 ,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18672,9322,932," € 144,064.37 ","Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18672,9450,945," € 1,515,344.74 ","Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18678,9321,932, € 2.45 ,Extremadura,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,Menos de 500 €
2024,18678,9322,932, € 174.06 ,Extremadura,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,Menos de 500 €
2024,18680,9450,945," € 382,035.54 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18681,9321,932, € 0.58 ,Castilla - La Mancha,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18681,9322,932," € 22,955.71 ",Castilla - La Mancha,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18682,9322,932," € 191,894.91 ",Andalucía,No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 5000 a menos de 7000 €
2024,18682,9450,945," € 30,764.23 ",Andalucía,No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 5000 a menos de 7000 €
2024,18683,9322,932," € 362,116.06 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18683,9450,945," € 2,420,246.81 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18684,9321,932, € 764.84 ,Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2024,18684,9322,932," € 2,636.55 ",Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2024,18690,9321,932, € 3.06 ,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18690,9322,932," € 1,079.84 ","Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18692,9322,932," € 100,543.06 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18692,9450,945," € 64,015.86 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18694,9322,932," € 195,492.94 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 500 a menos de 1000 €
2024,18695,9322,932, € 401.82 ,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,18701,9322,932," € 6,047.27 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2024,18703,9321,932, € 14.66 ,Melilla,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2024,18703,9322,932," € 1,188.79 ",Melilla,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2024,18707,9322,932," € 2,822.00 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18708,9322,932," € 107,719.75 ","Balears, Illes",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18711,9321,932, € 11.24 ,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18711,9322,932," € 6,990.87 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18713,9322,932," € 724,494.54 ","Asturias, Principado de",Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 2500 a menos de 3000 €
2024,18713,9450,945," € 910,857.31 ","Asturias, Principado de",Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 2500 a menos de 3000 €
2024,18714,9322,932," € 24,698.83 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1500 a menos de 2000 €
2024,18716,9322,932," € 2,209,857.88 ",Galicia,No,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 1500 a menos de 2000 €
2024,18717,9322,932," € 1,913,487.57 ",Cataluña,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 7000 a menos de 9000 €
2024,18718,9321,932, € 1.48 ,"Balears, Illes",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,18718,9322,932," € 69,993.53 ","Balears, Illes",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,18718,9450,945," € 7,400.41 ","Balears, Illes",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,18720,9321,932, € 198.03 ,Galicia,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18720,9322,932," € 16,057.79 ",Galicia,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18722,9321,932, € 10.01 ,Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,18722,9322,932," € 40,136.03 ",Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,18725,9321,932, € 0.58 ,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18725,9322,932, € 243.17 ,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18726,9322,932," € 24,503.76 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Otros tipos de hogares,De 2000 a menos de 2500 €
2024,18727,9321,932, € 0.37 ,"Balears, Illes",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18727,9322,932," € 12,941.19 ","Balears, Illes",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18727,9450,945," € 2,937.45 ","Balears, Illes",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,18729,9321,932, € 6.67 ,Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18729,9322,932," € 23,196.74 ",Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18729,9450,945," € 27,544.36 ",Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18730,9321,932, € 0.69 ,"Rioja, La",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18730,9322,932," € 1,654.62 ","Rioja, La",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18731,9322,932," € 22,811.50 ","Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18732,9322,932," € 132,042.07 ",Galicia,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 1000 a menos de 1500 €
2024,18733,9321,932, € 0.59 ,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18733,9322,932, € 62.00 ,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18734,9321,932, € 61.89 ,Andalucía,No,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,18734,9322,932," € 88,290.18 ",Andalucía,No,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,18737,9322,932," € 3,135.67 ",Cataluña,No,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18738,9322,932," € 5,718.02 ",Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 500 a menos de 1000 €
2024,18738,9450,945," € 3,496.53 ",Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 500 a menos de 1000 €
2024,18740,9321,932, € 0.64 ,País Vasco,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,18740,9322,932," € 8,040.70 ",País Vasco,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,18746,9321,932, € 1.81 ,Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18746,9322,932," € 1,533.90 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18747,9322,932, € 603.79 ,Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2024,18748,9322,932," € 1,817.98 ",País Vasco,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 2000 a menos de 2500 €
2024,18749,9322,932, € 500.63 ,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18749,9450,945," € 426,702.56 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18750,9322,932," € 5,761.93 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18752,9321,932, € 102.67 ,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18752,9322,932," € 1,757,086.73 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18755,9321,932, € 2.66 ,País Vasco,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 2000 a menos de 2500 €
2024,18755,9322,932, € 215.49 ,País Vasco,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 2000 a menos de 2500 €
2024,18756,9321,932, € 49.06 ,Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18756,9322,932, € 169.10 ,Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18758,9321,932, € 8.91 ,Castilla y León,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,Menos de 500 €
2024,18758,9322,932," € 21,426.91 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,Menos de 500 €
2024,18758,9450,945," € 9,029.61 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,Menos de 500 €
2024,18760,9321,932, € 0.95 ,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18760,9322,932," € 6,483.58 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18760,9450,945," € 1,981.82 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18761,9321,932, € 812.83 ,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cinco personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18761,9322,932," € 110,455.66 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cinco personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18763,9322,932," € 248,081.92 ",Canarias,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18764,9322,932," € 50,317.01 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Seis o más personas,Pareja con al menos un hijo de 16 o más años,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18764,9450,945," € 44,001.84 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Seis o más personas,Pareja con al menos un hijo de 16 o más años,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,18768,9322,932," € 4,172.34 ","Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18768,9450,945," € 1,866.84 ","Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,18770,9322,932," € 2,815.91 ",Cantabria,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,18773,9322,932," € 44,685.40 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,18774,9450,945," € 605,646.32 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2000 a menos de 2500 €
2024,18775,9321,932, € 2.79 ,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18775,9322,932," € 463,748.96 ","Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18775,9450,945," € 1,123,921.16 ","Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2024,18776,9322,932," € 219,372.68 ","Asturias, Principado de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2024,18777,9450,945," € 2,465,787.61 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2024,18780,9321,932, € 0.66 ,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,18780,9322,932, € 278.56 ,Aragón,Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,18781,9321,932, € 6.82 ,Canarias,No,Municipio con menos de 10.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 2000 a menos de 2500 €
2024,18781,9322,932," € 37,336.40 ",Canarias,No,Municipio con menos de 10.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 2000 a menos de 2500 €
2024,18783,9450,945," € 445,916.93 ",País Vasco,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,18784,9321,932, € 2.44 ,Galicia,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
